OBJECTID,EY_PLA_ID,EMISSIONSYEAR,EM_LIM_CPL_ID,CPL_SHORT_NAME,CPL_POT_ID,CPL_PERMIT_FEE_IND,CPL_ON_EMIS_STATEMENT,CPL_SORT_ORDER,EMISSION_VALUE,TOT_WO_INSIG_VALUE
4717,29976,2019,94,HCL,HAP,Y,N,2,0.0282,0.0282
4718,30014,2019,1,NOX,CAP,Y,Y,1,0.07125,0.07125
4719,30014,2019,175,PM,N,N,N,4,0.07875,0.07875
4720,30014,2019,176,VOC,CAP,Y,Y,1,0.00975,0.00975
4721,30014,2019,2,SO2,CAP,Y,Y,1,0.13485,0.13485
4722,30014,2019,3,CO,CAP,N,Y,1,0.0825,0.0825
4723,30014,2019,4,PB,CAP,Y,Y,1,6.825e-05,6.825e-05
4724,30014,2019,5,PM 10,CAP,Y,Y,1,0.0465,0.0465
4725,30041,2019,1,NOX,CAP,Y,Y,1,3.1981944,3.1981944
4726,30041,2019,175,PM,N,N,N,4,0.06956932,0.06956932
4727,30041,2019,176,VOC,CAP,Y,Y,1,0.1010398,0.1010398
4728,30041,2019,2,SO2,CAP,Y,Y,1,0.1292984,0.1292984
4729,30041,2019,3,CO,CAP,N,Y,1,1.1051582,1.1051582
4730,30041,2019,5,PM 10,CAP,Y,Y,1,0.07118299,0.07118299
4731,30043,2019,175,PM,N,N,N,4,0.09205207,0.09127159
4732,30043,2019,5,PM 10,CAP,Y,Y,1,0.26315934,0.2626607
4733,29957,2019,175,PM,N,N,N,4,0,0
4734,29957,2019,5,PM 10,CAP,Y,Y,1,0,0
4735,30163,2019,1,NOX,CAP,Y,Y,1,0,0
4736,30163,2019,176,VOC,CAP,Y,Y,1,0,0
4737,30163,2019,3,CO,CAP,N,Y,1,0,0
4738,30037,2019,1,NOX,CAP,Y,Y,1,0.2375,0.2375
4739,30037,2019,175,PM,N,N,N,4,0.2625,0.2625
4740,30037,2019,176,VOC,CAP,Y,Y,1,0.0325,0.0325
4741,30037,2019,2,SO2,CAP,Y,Y,1,0.4495,0.4495
4742,30037,2019,3,CO,CAP,N,Y,1,0.275,0.275
4743,30037,2019,4,PB,CAP,Y,Y,1,0.0002275,0.0002275
4744,30037,2019,5,PM 10,CAP,Y,Y,1,0.1085,0.1085
4745,29965,2019,175,PM,N,N,N,4,0.61,0.61
4746,29965,2019,5,PM 10,CAP,Y,Y,1,0.61,0.61
4747,30018,2019,1,NOX,CAP,Y,Y,1,0.2945,0.2945
4748,30018,2019,175,PM,N,N,N,4,0.3255,0.3255
4749,30018,2019,176,VOC,CAP,Y,Y,1,0.0403,0.0403
4750,30018,2019,2,SO2,CAP,Y,Y,1,0.55738,0.55738
4751,30018,2019,3,CO,CAP,N,Y,1,0.341,0.341
4752,30018,2019,4,PB,CAP,Y,Y,1,0.0002821,0.0002821
4753,30018,2019,5,PM 10,CAP,Y,Y,1,0.13454,0.13454
4754,30207,2019,1,NOX,CAP,Y,Y,1,0,0
4755,30207,2019,175,PM,N,N,N,4,0.0001965,0.0001965
4756,30207,2019,176,VOC,CAP,Y,Y,1,0,0
4757,30207,2019,2,SO2,CAP,Y,Y,1,0,0
4758,30207,2019,5,PM 10,CAP,Y,Y,1,0.001871,0.001871
4759,30039,2019,1,NOX,CAP,Y,Y,1,0.08229375,0.08229375
4760,30039,2019,175,PM,N,N,N,4,0.09095625,0.09095625
4761,30039,2019,176,VOC,CAP,Y,Y,1,0.01126125,0.01126125
4762,30039,2019,2,SO2,CAP,Y,Y,1,0.15575175,0.15575175
4763,30039,2019,3,CO,CAP,N,Y,1,0.0952875,0.0952875
4764,30039,2019,4,PB,CAP,Y,Y,1,7.88288e-05,7.88288e-05
4765,30039,2019,5,PM 10,CAP,Y,Y,1,0.03759525,0.03759525
4766,30085,2019,175,PM,N,N,N,4,0.848855665,0.848855665
4767,30085,2019,176,VOC,CAP,Y,Y,1,0,0
4768,30085,2019,5,PM 10,CAP,Y,Y,1,0.6366834975,0.6366834975
4769,30085,2019,6,PM 2.5,CAP,N,Y,1,0.128,0.128
4770,30202,2019,176,VOC,CAP,Y,Y,1,10.00452,10.00452
4771,30202,2019,5,PM 10,CAP,Y,Y,1,2.87089665,2.87089665
4772,30170,2019,175,PM,N,N,N,4,0,0
4773,30170,2019,5,PM 10,CAP,Y,Y,1,0,0
4774,35969,2019,1,NOX,CAP,Y,Y,1,7.61183475,7.61183475
4775,35969,2019,176,VOC,CAP,Y,Y,1,2.33892555,2.33892555
4776,35969,2019,3,CO,CAP,N,Y,1,10.54561885,10.54561885
4777,30141,2019,1,NOX,CAP,Y,Y,1,0.000612,0.000612
4778,30141,2019,176,VOC,CAP,Y,Y,1,0.000248,0.000248
4779,30141,2019,3,CO,CAP,N,Y,1,0.000948,0.000948
4780,30184,2019,176,VOC,CAP,Y,Y,1,35.605225,35.605225
4781,30184,2019,5,PM 10,CAP,Y,Y,1,7.6650535962,7.6650535962
4782,30184,2019,6,PM 2.5,CAP,N,Y,1,7.6650535962,7.6650535962
4783,30186,2019,1,NOX,CAP,Y,Y,1,0.81495,0.81495
4784,30186,2019,175,PM,N,N,N,4,1.1818479,1.1818479
4785,30186,2019,176,VOC,CAP,Y,Y,1,0.00130392,0.00130392
4786,30186,2019,2,SO2,CAP,Y,Y,1,1.222425,1.222425
4787,30186,2019,3,CO,CAP,N,Y,1,0.005297175,0.005297175
4788,30186,2019,5,PM 10,CAP,Y,Y,1,0.1993881,0.1993881
4789,30084,2019,175,PM,N,N,N,4,0,0
4790,30084,2019,5,PM 10,CAP,Y,Y,1,0,0
4791,30151,2019,1,NOX,CAP,Y,Y,1,0,0
4792,30151,2019,175,PM,N,N,N,4,0,0
4793,30151,2019,176,VOC,CAP,Y,Y,1,0,0
4794,30151,2019,2,SO2,CAP,Y,Y,1,0,0
4795,30151,2019,3,CO,CAP,N,Y,1,0,0
4796,30151,2019,5,PM 10,CAP,Y,Y,1,0,0
4797,37862,2019,1,NOX,CAP,Y,Y,1,0.3966417,0.3966417
4798,37862,2019,176,VOC,CAP,Y,Y,1,0.01611216,0.01611216
4799,37862,2019,3,CO,CAP,N,Y,1,0.41469273,0.41469273
4800,38146,2019,1,NOX,CAP,Y,Y,1,113,113
4801,38146,2019,175,PM,N,N,N,4,11,11
4802,38146,2019,176,VOC,CAP,Y,Y,1,3.6,3.6
4803,38146,2019,2,SO2,CAP,Y,Y,1,1,1
4804,38146,2019,3,CO,CAP,N,Y,1,55.1,55.1
4805,38146,2019,5,PM 10,CAP,Y,Y,1,11,11
4806,38146,2019,6,PM 2.5,CAP,N,Y,1,11,11
4807,38146,2019,84,FORM,HAPV,N,N,3,1.14,1.14
4808,30161,2019,1,NOX,CAP,Y,Y,1,0,0
4809,30161,2019,176,VOC,CAP,Y,Y,1,0,0
4810,30161,2019,3,CO,CAP,N,Y,1,0,0
4811,30159,2019,1,NOX,CAP,Y,Y,1,0,0
4812,30159,2019,176,VOC,CAP,Y,Y,1,0,0
4813,30159,2019,3,CO,CAP,N,Y,1,0,0
4814,30157,2019,1,NOX,CAP,Y,Y,1,0,0
4815,30157,2019,176,VOC,CAP,Y,Y,1,0,0
4816,30157,2019,3,CO,CAP,N,Y,1,0,0
4817,38521,2019,1,NOX,CAP,Y,Y,1,0,0
4818,38521,2019,176,VOC,CAP,Y,Y,1,0,0
4819,38521,2019,3,CO,CAP,N,Y,1,0,0
4820,30132,2019,1,NOX,CAP,Y,Y,1,0,0
4821,30132,2019,176,VOC,CAP,Y,Y,1,0,0
4822,30132,2019,3,CO,CAP,N,Y,1,0,0
4823,30114,2019,175,PM,N,N,N,4,0.0004631,0.0004631
4824,30114,2019,5,PM 10,CAP,Y,Y,1,0.0004158,0.0004158
4825,39448,2019,1,NOX,CAP,Y,Y,1,12.84465,12.84465
4826,39448,2019,173,ACREN,HAPV,N,N,3,0.1105675,0.1105675
4827,39448,2019,176,VOC,CAP,Y,Y,1,3.175875,3.175875
4828,39448,2019,3,CO,CAP,N,Y,1,10.1628,10.1628
4829,39448,2019,84,FORM,HAPV,N,N,3,1.7102675,1.7102675
4830,39463,2019,1,NOX,CAP,Y,Y,1,13.42884,13.42884
4831,39463,2019,173,ACREN,HAPV,N,N,3,0.1159584,0.1159584
4832,39463,2019,176,VOC,CAP,Y,Y,1,3.356928,3.356928
4833,39463,2019,3,CO,CAP,N,Y,1,10.743072,10.743072
4834,39463,2019,84,FORM,HAPV,N,N,3,1.8129216,1.8129216
4835,39468,2019,1,NOX,CAP,Y,Y,1,2.070867,2.070867
4836,39468,2019,173,ACREN,HAPV,N,N,3,0.036237,0.036237
4837,39468,2019,176,VOC,CAP,Y,Y,1,0.124221,0.124221
4838,39468,2019,3,CO,CAP,N,Y,1,2.070867,2.070867
4839,39468,2019,84,FORM,HAPV,N,N,3,0.2070867,0.2070867
4840,39520,2019,1,NOX,CAP,Y,Y,1,0,0
4841,39520,2019,175,PM,N,N,N,4,0,0
4842,39520,2019,2,SO2,CAP,Y,Y,1,0,0
4843,39520,2019,3,CO,CAP,N,Y,1,0,0
4844,39520,2019,5,PM 10,CAP,Y,Y,1,0,0
4845,39785,2019,1,NOX,CAP,Y,Y,1,0.091990932,0.091990932
4846,39785,2019,3,CO,CAP,N,Y,1,0.009301754,0.009301754
4847,39785,2019,5,PM 10,CAP,Y,Y,1,0.477356,0.477356
4848,39785,2019,84,FORM,HAPV,N,N,3,0.009891552,0.009891552
4849,40218,2019,5,PM 10,CAP,Y,Y,1,0,0
4850,40421,2019,1,NOX,CAP,Y,Y,1,4.41336,4.41336
4851,40421,2019,173,ACREN,HAPV,N,N,3,0.029252,0.029252
4852,40421,2019,176,VOC,CAP,Y,Y,1,0.651496,0.651496
4853,40421,2019,3,CO,CAP,N,Y,1,0.44091,0.44091
4854,40421,2019,84,FORM,HAPV,N,N,3,0.42884,0.42884
4855,40588,2019,1,NOX,CAP,Y,Y,1,17.6518175,17.6518175
4856,40588,2019,176,VOC,CAP,Y,Y,1,1.8235515,1.8235515
4857,40588,2019,3,CO,CAP,N,Y,1,3.533141095,3.533141095
4858,40994,2019,1,NOX,CAP,Y,Y,1,2.0894425,2.0894425
4859,40994,2019,176,VOC,CAP,Y,Y,1,0.067517,0.067517
4860,40994,2019,181,ACETA,HAPV,N,N,3,0.0136425,0.0136425
4861,40994,2019,3,CO,CAP,N,Y,1,0.15753075,0.15753075
4862,40994,2019,84,FORM,HAPV,N,N,3,0.2024975,0.2024975
4863,41292,2019,1,NOX,CAP,Y,Y,1,2.775494,2.775494
4864,41292,2019,176,VOC,CAP,Y,Y,1,0.474961,0.474961
4865,41292,2019,3,CO,CAP,N,Y,1,2.256012,2.256012
4866,41781,2019,1,NOX,CAP,Y,Y,1,0.3210675,0.3210675
4867,41781,2019,176,VOC,CAP,Y,Y,1,0.16054485,0.16054485
4868,41781,2019,3,CO,CAP,N,Y,1,0.3210675,0.3210675
4869,42102,2019,5,PM 10,CAP,Y,Y,1,0,0
4870,42170,2019,1,NOX,CAP,Y,Y,1,7.351952,7.351952
4871,42170,2019,176,VOC,CAP,Y,Y,1,2.572792,2.572792
4872,42170,2019,2,SO2,CAP,Y,Y,1,0.0075632,0.0075632
4873,42170,2019,3,CO,CAP,N,Y,1,4.7788992,4.7788992
4874,42170,2019,5,PM 10,CAP,Y,Y,1,0.500736,0.500736
4875,42384,2019,5,PM 10,CAP,Y,Y,1,0,0
4876,42602,2019,5,PM 10,CAP,Y,Y,1,0,0
4877,42666,2019,1,NOX,CAP,Y,Y,1,2.44454535,2.44454535
4878,42666,2019,176,VOC,CAP,Y,Y,1,0.4168719,0.4168719
4879,42666,2019,3,CO,CAP,N,Y,1,1.98002565,1.98002565
4880,42773,2019,1,NOX,CAP,Y,Y,1,0.00100205,0.00100205
4881,42773,2019,176,VOC,CAP,Y,Y,1,0.00116485,0.00116485
4882,42773,2019,3,CO,CAP,N,Y,1,0.0020041,0.0020041
4883,42799,2019,5,PM 10,CAP,Y,Y,1,0.7644861,0.7644861
4884,42799,2019,6,PM 2.5,CAP,N,Y,1,0.3810645,0.3810645
4885,43034,2019,176,VOC,CAP,Y,Y,1,0.001719532,0.001719532
4886,43041,2019,5,PM 10,CAP,Y,Y,1,0.010868,0.010868
4887,43041,2019,6,PM 2.5,CAP,N,Y,1,0.00532,0.00532
4888,43083,2019,1,NOX,CAP,Y,Y,1,0,0
4889,43083,2019,176,VOC,CAP,Y,Y,1,0.034095641,0.034095641
4890,43083,2019,3,CO,CAP,N,Y,1,0,0
4891,43083,2019,5,PM 10,CAP,Y,Y,1,0,0
4892,43083,2019,6,PM 2.5,CAP,N,Y,1,0,0
4893,43087,2019,175,PM,N,N,N,4,0,0
4894,43087,2019,5,PM 10,CAP,Y,Y,1,0,0
4895,43087,2019,6,PM 2.5,CAP,N,Y,1,0,0
4896,43088,2019,175,PM,N,N,N,4,0,0
4897,43088,2019,5,PM 10,CAP,Y,Y,1,0,0
4898,43088,2019,6,PM 2.5,CAP,N,Y,1,0,0
4899,43091,2019,175,PM,N,N,N,4,0,0
4900,43091,2019,5,PM 10,CAP,Y,Y,1,0,0
4901,43091,2019,6,PM 2.5,CAP,N,Y,1,0,0
4902,43092,2019,175,PM,N,N,N,4,2.5040134,2.5040134
4903,43092,2019,5,PM 10,CAP,Y,Y,1,1.1790954,1.1790954
4904,43092,2019,6,PM 2.5,CAP,N,Y,1,0.07671055,0.07671055
4905,43093,2019,175,PM,N,N,N,4,1.8260334,1.8260334
4906,43093,2019,5,PM 10,CAP,Y,Y,1,0.8543826,0.8543826
4907,43093,2019,6,PM 2.5,CAP,N,Y,1,0.05444595,0.05444595
4908,43141,2019,5,PM 10,CAP,Y,Y,1,0.0144287,0.0144287
4909,43141,2019,6,PM 2.5,CAP,N,Y,1,0.00704282,0.00704282
4910,43151,2019,1,NOX,CAP,Y,Y,1,0.0003758762,0.0003758762
4911,43151,2019,176,VOC,CAP,Y,Y,1,0.0022563296,0.0022563296
4912,43151,2019,2,SO2,CAP,Y,Y,1,2.1448e-06,2.1448e-06
4913,43151,2019,3,CO,CAP,N,Y,1,0.000951755,0.000951755
4914,43151,2019,5,PM 10,CAP,Y,Y,1,2.93301e-05,2.93301e-05
4915,43151,2019,6,PM 2.5,CAP,N,Y,1,2.93301e-05,2.93301e-05
4916,43201,2019,1,NOX,CAP,Y,Y,1,2.61744e-05,2.61744e-05
4917,43201,2019,176,VOC,CAP,Y,Y,1,0.0016407216,0.0016407216
4918,43201,2019,2,SO2,CAP,Y,Y,1,0.0013776,0.0013776
4919,43201,2019,3,CO,CAP,N,Y,1,2.09625e-05,2.09625e-05
4920,43201,2019,5,PM 10,CAP,Y,Y,1,1.8368e-06,1.8368e-06
4921,43201,2019,6,PM 2.5,CAP,N,Y,1,1.3776e-06,1.3776e-06
4922,43202,2019,1,NOX,CAP,Y,Y,1,0.0004829459,0.0004829459
4923,43202,2019,176,VOC,CAP,Y,Y,1,0.0066637839,0.0066637839
4924,43202,2019,2,SO2,CAP,Y,Y,1,0.00173904,0.00173904
4925,43202,2019,3,CO,CAP,N,Y,1,0.0004036022,0.0004036022
4926,43202,2019,5,PM 10,CAP,Y,Y,1,3.9853e-05,3.9853e-05
4927,43202,2019,6,PM 2.5,CAP,N,Y,1,2.64479e-05,2.64479e-05
4928,43204,2019,1,NOX,CAP,Y,Y,1,0,0
4929,43204,2019,176,VOC,CAP,Y,Y,1,0,0
4930,43204,2019,2,SO2,CAP,Y,Y,1,0,0
4931,43204,2019,3,CO,CAP,N,Y,1,0,0
4932,43204,2019,5,PM 10,CAP,Y,Y,1,0,0
4933,43204,2019,6,PM 2.5,CAP,N,Y,1,0,0
4934,43205,2019,1,NOX,CAP,Y,Y,1,0.0003086616,0.0003086616
4935,43205,2019,176,VOC,CAP,Y,Y,1,0.0094005912,0.0094005912
4936,43205,2019,2,SO2,CAP,Y,Y,1,0.0073802976,0.0073802976
4937,43205,2019,3,CO,CAP,N,Y,1,0.0002526888,0.0002526888
4938,43205,2019,5,PM 10,CAP,Y,Y,1,2.79864e-05,2.79864e-05
4939,43205,2019,6,PM 2.5,CAP,N,Y,1,2.79864e-05,2.79864e-05
4940,43206,2019,1,NOX,CAP,Y,Y,1,0.00025115,0.00025115
4941,43206,2019,176,VOC,CAP,Y,Y,1,0.0042620155,0.0042620155
4942,43206,2019,2,SO2,CAP,Y,Y,1,0.0010322265,0.0010322265
4943,43206,2019,3,CO,CAP,N,Y,1,0.000215989,0.000215989
4944,43206,2019,5,PM 10,CAP,Y,Y,1,1.75805e-05,1.75805e-05
4945,43206,2019,6,PM 2.5,CAP,N,Y,1,1.75805e-05,1.75805e-05
4946,43260,2019,175,PM,N,N,N,4,0,0
4947,43260,2019,5,PM 10,CAP,Y,Y,1,0,0
4948,43260,2019,6,PM 2.5,CAP,N,Y,1,0,0
4949,43419,2019,175,PM,N,N,N,4,0,0
4950,43419,2019,5,PM 10,CAP,Y,Y,1,0,0
4951,43419,2019,6,PM 2.5,CAP,N,Y,1,0,0
4952,39175,2019,112,MC,HAP,Y,N,2,0.019,0.019
4953,39175,2019,14,BZ,HAPV,N,N,3,0,0
4954,39175,2019,170,ACENT,HAPV,N,N,3,0,0
4955,39175,2019,176,VOC,CAP,Y,Y,1,2.644,2.644
4956,39175,2019,79,ETGYL,HAPV,N,N,3,0,0
4957,39175,2019,92,NHEXA,HAPV,N,N,3,0,0
4958,39175,2019,99,MTHOL,HAPV,N,N,3,0,0
4959,30805,2019,1,NOX,CAP,Y,Y,1,171.20308445,171.20308445
4960,30805,2019,112,MC,HAP,Y,N,2,6.81,6.81
4961,30805,2019,170,ACENT,HAPV,N,N,3,1.881,1.881
4962,30805,2019,175,PM,N,N,N,4,58.432512345,58.432512345
4963,30805,2019,176,VOC,CAP,Y,Y,1,632.14176616,632.14176616
4964,30805,2019,177,NH3,N,N,Y,2,13.964688,13.964688
4965,30805,2019,2,SO2,CAP,Y,Y,1,3.17193966,3.17193966
4966,30805,2019,3,CO,CAP,N,Y,1,20.76411784,20.76411784
4967,30805,2019,4,PB,CAP,Y,Y,1,0.0021815394,0.0021815394
4968,30805,2019,5,PM 10,CAP,Y,Y,1,42.814545275,42.814545275
4969,30805,2019,6,PM 2.5,CAP,N,Y,1,34.483514515,34.483514515
4970,30785,2019,1,NOX,CAP,Y,Y,1,1255.761675,1255.761675
4971,30785,2019,175,PM,N,N,N,4,600.8189723305,600.8189723305
4972,30785,2019,176,VOC,CAP,Y,Y,1,11.593909,11.593909
4973,30785,2019,192,HGC,HAP,N,N,2,0.0038154,0.0038154
4974,30785,2019,2,SO2,CAP,Y,Y,1,484.18258,484.18258
4975,30785,2019,3,CO,CAP,N,Y,1,2315.769115,2315.769115
4976,30785,2019,5,PM 10,CAP,Y,Y,1,129.4510591235,129.4510591235
4977,30785,2019,6,PM 2.5,CAP,N,Y,1,112.0914868235,112.0914868235
4978,30785,2019,94,HCL,HAP,Y,N,2,21.83594,21.83594
4979,30785,2019,95,HF,HAP,Y,N,2,7.153875,7.153875
4980,42416,2019,148,TOLU,HAPV,N,N,3,0.01034,0.01034
4981,42416,2019,175,PM,N,N,N,4,0.0215495,0.0215495
4982,42416,2019,176,VOC,CAP,Y,Y,1,0.5217288,0.5217288
4983,42416,2019,187,COC,HAP,N,N,2,0.002115,0.002115
4984,42416,2019,5,PM 10,CAP,Y,Y,1,0.0215495,0.0215495
4985,42416,2019,6,PM 2.5,CAP,N,Y,1,0.0215495,0.0215495
4986,43240,2019,1,NOX,CAP,Y,Y,1,0.04032624,0.04032624
4987,43240,2019,175,PM,N,N,N,4,0.035397848,0.035397848
4988,43240,2019,176,VOC,CAP,Y,Y,1,0.0013872,0.0013872
4989,43240,2019,5,PM 10,CAP,Y,Y,1,0.035397848,0.035397848
4990,43240,2019,6,PM 2.5,CAP,N,Y,1,0.035397848,0.035397848
4991,43636,2019,1,NOX,CAP,Y,Y,1,0.010725,0.010725
4992,43636,2019,175,PM,N,N,N,4,0.14,0.14
4993,43636,2019,176,VOC,CAP,Y,Y,1,1.8,1.8
4994,43636,2019,3,CO,CAP,N,Y,1,0.0061875,0.0061875
4995,30782,2019,1,NOX,CAP,Y,Y,1,0.0735,0.0735
4996,30782,2019,175,PM,N,N,N,4,0.204081,0.204081
4997,30782,2019,176,VOC,CAP,Y,Y,1,0.0040425,0.0040425
4998,30782,2019,177,NH3,N,N,Y,2,0.002352,0.002352
4999,30782,2019,2,SO2,CAP,Y,Y,1,0.000441,0.000441
5000,30782,2019,3,CO,CAP,N,Y,1,0.06174,0.06174
5001,30782,2019,4,PB,CAP,Y,Y,1,3.675e-07,3.675e-07
5002,30782,2019,5,PM 10,CAP,Y,Y,1,0.071751,0.071751
5003,30782,2019,6,PM 2.5,CAP,N,Y,1,0.071751,0.071751
5004,30649,2019,1,NOX,CAP,Y,Y,1,2.2005356,2.2005356
5005,30649,2019,176,VOC,CAP,Y,Y,1,608.19182,608.19182
5006,30649,2019,2,SO2,CAP,Y,Y,1,0.0077515,0.0077515
5007,30649,2019,3,CO,CAP,N,Y,1,4.6146203,4.6146203
5008,30678,2019,1,NOX,CAP,Y,Y,1,6.79462,6.79462
5009,30678,2019,175,PM,N,N,N,4,0.06286,0.06286
5010,30678,2019,176,VOC,CAP,Y,Y,1,0.16702,0.16702
5011,30678,2019,2,SO2,CAP,Y,Y,1,0.002982,0.002982
5012,30678,2019,3,CO,CAP,N,Y,1,0.58576,0.58576
5013,30678,2019,5,PM 10,CAP,Y,Y,1,0.05166,0.05166
5014,30673,2019,1,NOX,CAP,Y,Y,1,1.668530125,1.668530125
5015,30673,2019,175,PM,N,N,N,4,0.01627825,0.01627825
5016,30673,2019,176,VOC,CAP,Y,Y,1,2.1549191243,2.1549191243
5017,30673,2019,2,SO2,CAP,Y,Y,1,4.848280902,4.848280902
5018,30673,2019,200,THAP,AD,N,N,5,0.059990775,0.059990775
5019,30673,2019,3,CO,CAP,N,Y,1,8.1177227231,8.1177227231
5020,30673,2019,4,PB,CAP,Y,Y,1,0,0
5021,30673,2019,5,PM 10,CAP,Y,Y,1,0.3804360249,0.3804360249
5022,41853,2019,1,NOX,CAP,Y,Y,1,0.000132,0.000132
5023,41853,2019,3,CO,CAP,N,Y,1,3.025e-05,3.025e-05
5024,30653,2019,1,NOX,CAP,Y,Y,1,5.17014,5.17014
5025,30653,2019,175,PM,N,N,N,4,0.3723195,0.3723195
5026,30653,2019,176,VOC,CAP,Y,Y,1,6.366063,6.366063
5027,30653,2019,177,NH3,N,N,Y,2,0.085628,0.085628
5028,30653,2019,2,SO2,CAP,Y,Y,1,0.01442682,0.01442682
5029,30653,2019,3,CO,CAP,N,Y,1,2.51014,2.51014
5030,30653,2019,4,PB,CAP,Y,Y,1,1.115e-05,1.115e-05
5031,30653,2019,5,PM 10,CAP,Y,Y,1,0.68609894,0.68609894
5032,30653,2019,6,PM 2.5,CAP,N,Y,1,0.2024595,0.2024595
5033,30640,2019,1,NOX,CAP,Y,Y,1,4.61835,4.61835
5034,30640,2019,175,PM,N,N,N,4,0.3326,0.3326
5035,30640,2019,176,VOC,CAP,Y,Y,1,3.152456,3.152456
5036,30640,2019,177,NH3,N,N,Y,2,0.016366,0.016366
5037,30640,2019,2,SO2,CAP,Y,Y,1,0.0242514,0.0242514
5038,30640,2019,3,CO,CAP,N,Y,1,3.52845,3.52845
5039,30640,2019,4,PB,CAP,Y,Y,1,2.20125e-05,2.20125e-05
5040,30640,2019,5,PM 10,CAP,Y,Y,1,0.379402,0.379402
5041,30640,2019,6,PM 2.5,CAP,N,Y,1,0.37538,0.37538
5042,30632,2019,1,NOX,CAP,Y,Y,1,0,0
5043,30632,2019,176,VOC,CAP,Y,Y,1,4.6431999,4.6431999
5044,30632,2019,2,SO2,CAP,Y,Y,1,0,0
5045,30632,2019,3,CO,CAP,N,Y,1,0,0
5046,30632,2019,5,PM 10,CAP,Y,Y,1,0,0
5047,30651,2019,1,NOX,CAP,Y,Y,1,4.60353,4.60353
5048,30651,2019,112,MC,HAP,Y,N,2,1.785e-05,1.785e-05
5049,30651,2019,175,PM,N,N,N,4,0.0995775,0.0995775
5050,30651,2019,176,VOC,CAP,Y,Y,1,6.5008635,6.5008635
5051,30651,2019,177,NH3,N,N,Y,2,0,0
5052,30651,2019,2,SO2,CAP,Y,Y,1,0.014811885,0.014811885
5053,30651,2019,3,CO,CAP,N,Y,1,3.8653,3.8653
5054,30651,2019,4,PB,CAP,Y,Y,1,0,0
5055,30651,2019,5,PM 10,CAP,Y,Y,1,0.4146455,0.4146455
5056,30651,2019,6,PM 2.5,CAP,N,Y,1,0.0995775,0.0995775
5057,30648,2019,1,NOX,CAP,Y,Y,1,2.2544903,2.2544903
5058,30648,2019,175,PM,N,N,N,4,0.12287648,0.12287648
5059,30648,2019,176,VOC,CAP,Y,Y,1,1.8111977,1.8111977
5060,30648,2019,2,SO2,CAP,Y,Y,1,0.007664295,0.007664295
5061,30648,2019,3,CO,CAP,N,Y,1,1.604179,1.604179
5062,30648,2019,4,PB,CAP,Y,Y,1,5.5628e-06,5.5628e-06
5063,30648,2019,5,PM 10,CAP,Y,Y,1,0.12024061,0.12024061
5064,30654,2019,1,NOX,CAP,Y,Y,1,85.089403,85.089403
5065,30654,2019,175,PM,N,N,N,4,17.0518315,17.0518315
5066,30654,2019,176,VOC,CAP,Y,Y,1,2.002265,2.002265
5067,30654,2019,177,NH3,N,N,Y,2,1.83272,1.83272
5068,30654,2019,186,CNC,HAPV,N,N,3,0,0
5069,30654,2019,188,CRC,HAP,N,N,2,0.0018194,0.0018194
5070,30654,2019,194,NIC,HAP,N,N,2,7.8069e-06,7.8069e-06
5071,30654,2019,2,SO2,CAP,Y,Y,1,268.603027057,268.603027057
5072,30654,2019,3,CO,CAP,N,Y,1,12.261482,12.261482
5073,30654,2019,4,PB,CAP,Y,Y,1,0.0126698691,0.0126698691
5074,30654,2019,5,PM 10,CAP,Y,Y,1,18.3695545,18.3695545
5075,30654,2019,6,PM 2.5,CAP,N,Y,1,14.0278955,14.0278955
5076,30654,2019,94,HCL,HAP,Y,N,2,0.168708,0.168708
5077,30654,2019,95,HF,HAP,Y,N,2,0.0688064,0.0688064
5078,39988,2019,1,NOX,CAP,Y,Y,1,4.4111354,4.4111354
5079,39988,2019,175,PM,N,N,N,4,0.25922485,0.25922485
5080,39988,2019,176,VOC,CAP,Y,Y,1,0.33467763,0.33467763
5081,39988,2019,2,SO2,CAP,Y,Y,1,0.1607157,0.1607157
5082,39988,2019,3,CO,CAP,N,Y,1,1.17428297,1.17428297
5083,39988,2019,5,PM 10,CAP,Y,Y,1,0.25922485,0.25922485
5084,39988,2019,81,EO,HAPV,N,N,3,0,0
5085,38945,2019,1,NOX,CAP,Y,Y,1,0.091305,0.091305
5086,38945,2019,3,CO,CAP,N,Y,1,0.2247,0.2247
5087,38945,2019,5,PM 10,CAP,Y,Y,1,0.19269,0.19269
5088,39185,2019,146,PERC,HAP,Y,N,2,0.589425,0.589425
5089,40594,2019,146,PERC,HAP,Y,N,2,0.6504,0.6504
5090,40869,2019,146,PERC,HAP,Y,N,2,0,0
5091,40869,2019,176,VOC,CAP,Y,Y,1,0.5,0.5
5092,42130,2019,5,PM 10,CAP,Y,Y,1,0,0
5093,42317,2019,1,NOX,CAP,Y,Y,1,0.2421012,0.2421012
5094,42317,2019,3,CO,CAP,N,Y,1,0.2025865,0.2025865
5095,42317,2019,5,PM 10,CAP,Y,Y,1,0.0349611,0.0349611
5096,35318,2019,175,PM,N,N,N,4,0.001875,0.001875
5097,35318,2019,5,PM 10,CAP,Y,Y,1,0.001875,0.001875
5098,35318,2019,6,PM 2.5,CAP,N,Y,1,0.000555,0.000555
5099,35322,2019,176,VOC,CAP,Y,Y,1,4.24872,4.24872
