OBJECTID,EY_PLA_ID,EMISSIONSYEAR,EM_LIM_CPL_ID,CPL_SHORT_NAME,CPL_POT_ID,CPL_PERMIT_FEE_IND,CPL_ON_EMIS_STATEMENT,CPL_SORT_ORDER,EMISSION_VALUE,TOT_WO_INSIG_VALUE
1,41892,2019,1,NOX,CAP,Y,Y,1,3.395,3.395
2,41892,2019,175,PM,N,N,N,4,0.9442967,0.9442967
3,41892,2019,176,VOC,CAP,Y,Y,1,3.156725,3.156725
4,41892,2019,2,SO2,CAP,Y,Y,1,0.10185,0.10185
5,41892,2019,3,CO,CAP,N,Y,1,2.8518,2.8518
6,41892,2019,5,PM 10,CAP,Y,Y,1,4.4929412092,4.4929412092
7,41892,2019,6,PM 2.5,CAP,N,Y,1,4.6470932,4.6470932
8,40512,2019,1,NOX,CAP,Y,Y,1,1.617665,1.617665
9,40512,2019,175,PM,N,N,N,4,0.000735,0.000735
10,40512,2019,176,VOC,CAP,Y,Y,1,0.026035,0.026035
11,40512,2019,179,TNMOC,N,Y,Y,4,0,0
12,40512,2019,2,SO2,CAP,Y,Y,1,0.357345,0.357345
13,40512,2019,3,CO,CAP,N,Y,1,0.19412,0.19412
14,40512,2019,5,PM 10,CAP,Y,Y,1,0.01017,0.01017
15,40512,2019,6,PM 2.5,CAP,N,Y,1,0.01017,0.01017
16,43292,2019,176,VOC,CAP,Y,Y,1,0.19,0.19
17,43292,2019,84,FORM,HAPV,N,N,3,0,0
18,43292,2019,99,MTHOL,HAPV,N,N,3,0.10253255,0.10253255
19,31430,2019,1,NOX,CAP,Y,Y,1,0.1548025,0.1548025
20,31430,2019,175,PM,N,N,N,4,0.1710975,0.1710975
21,31430,2019,176,VOC,CAP,Y,Y,1,0.0211835,0.0211835
22,31430,2019,2,SO2,CAP,Y,Y,1,0.4142189,0.4142189
23,31430,2019,3,CO,CAP,N,Y,1,0.179245,0.179245
24,31430,2019,4,PB,CAP,Y,Y,1,0.000211835,0.000211835
25,31430,2019,5,PM 10,CAP,Y,Y,1,0.0707203,0.0707203
26,41904,2019,1,NOX,CAP,Y,Y,1,21.13735,21.13735
27,41904,2019,175,PM,N,N,N,4,1.6848,1.6848
28,41904,2019,176,VOC,CAP,Y,Y,1,1.942635,1.942635
29,41904,2019,2,SO2,CAP,Y,Y,1,0.0791181,0.0791181
30,41904,2019,3,CO,CAP,N,Y,1,3.11503,3.11503
31,41904,2019,5,PM 10,CAP,Y,Y,1,1.457595,1.457595
32,41904,2019,6,PM 2.5,CAP,N,Y,1,0.966195,0.966195
33,42087,2019,1,NOX,CAP,Y,Y,1,6.82865,6.82865
34,42087,2019,176,VOC,CAP,Y,Y,1,0.465105,0.465105
35,42087,2019,2,SO2,CAP,Y,Y,1,0.069541555,0.069541555
36,42087,2019,3,CO,CAP,N,Y,1,2.544125,2.544125
37,42087,2019,5,PM 10,CAP,Y,Y,1,0.39628,0.39628
38,42087,2019,6,PM 2.5,CAP,N,Y,1,0.39628,0.39628
39,43866,2019,175,PM,N,N,N,4,0.01045,0.01045
40,42644,2019,1,NOX,CAP,Y,Y,1,20.75543,20.75543
41,42644,2019,176,VOC,CAP,Y,Y,1,0.48327,0.48327
42,42644,2019,2,SO2,CAP,Y,Y,1,0.233145,0.233145
43,42644,2019,3,CO,CAP,N,Y,1,2.97725,2.97725
44,42644,2019,5,PM 10,CAP,Y,Y,1,2.9195042,2.9195042
45,42644,2019,6,PM 2.5,CAP,N,Y,1,1.8817646,1.8817646
46,33488,2019,1,NOX,CAP,Y,Y,1,2835.58937042,2835.58937042
47,33488,2019,175,PM,N,N,N,4,1001.2763607928,995.1679827366
48,33488,2019,176,VOC,CAP,Y,Y,1,961.8387166985,956.8678742335
49,33488,2019,177,NH3,N,N,Y,2,105.139961119,103.258854619
50,33488,2019,2,SO2,CAP,Y,Y,1,1812.8369871,1812.8369871
51,33488,2019,202,TRS,N,Y,Y,4,101.7556203093,101.7460521689
52,33488,2019,206,H2SO4,N,,N,4,28.1240801835,28.1240801835
53,33488,2019,3,CO,CAP,N,Y,1,1230.020597754,1230.020597754
54,33488,2019,32,CL,HAP,Y,N,2,0.24023434,0.24023434
55,33488,2019,4,PB,CAP,Y,Y,1,0.0671723938,0.0671723938
56,33488,2019,5,PM 10,CAP,Y,Y,1,635.7879848682,628.6073687524
57,33488,2019,6,PM 2.5,CAP,N,Y,1,269.2120382134,269.2120382134
58,33488,2019,94,HCL,HAP,Y,N,2,104.0196074595,104.0196074595
59,33488,2019,95,HF,HAP,Y,N,2,1.3866211097,1.3866211097
60,43399,2019,1,NOX,CAP,Y,Y,1,20.21327745,20.21327745
61,43399,2019,175,PM,N,N,N,4,0.311962,0.311962
62,43399,2019,176,VOC,CAP,Y,Y,1,0.4055506,0.4055506
63,43399,2019,2,SO2,CAP,Y,Y,1,0.022283,0.022283
64,43399,2019,3,CO,CAP,N,Y,1,3.1909256,3.1909256
65,43399,2019,5,PM 10,CAP,Y,Y,1,0.311962,0.311962
66,43399,2019,6,PM 2.5,CAP,N,Y,1,0.311962,0.311962
67,34069,2019,1,NOX,CAP,Y,Y,1,3.338629,3.338629
68,34069,2019,176,VOC,CAP,Y,Y,1,0.2092898,0.2092898
69,34069,2019,2,SO2,CAP,Y,Y,1,0.2272105,0.2272105
70,34069,2019,3,CO,CAP,N,Y,1,0.78277735,0.78277735
71,34069,2019,5,PM 10,CAP,Y,Y,1,0.24557855,0.24557855
72,34069,2019,6,PM 2.5,CAP,N,Y,1,0.2455184,0.2455184
73,43493,2019,1,NOX,CAP,Y,Y,1,0.33434915,0.33434915
74,43493,2019,175,PM,N,N,N,4,1.3852027255,1.3852027255
75,43493,2019,176,VOC,CAP,Y,Y,1,2.54,2.54
76,43493,2019,5,PM 10,CAP,Y,Y,1,1.3852027255,1.3852027255
77,43493,2019,6,PM 2.5,CAP,N,Y,1,1.3852027255,1.3852027255
78,42814,2019,175,PM,N,N,N,4,0.0431361,0.0431361
79,42814,2019,5,PM 10,CAP,Y,Y,1,0.019643715,0.019643715
80,42814,2019,6,PM 2.5,CAP,N,Y,1,0.0028692825,0.0028692825
81,43570,2019,1,NOX,CAP,Y,Y,1,2.20109,2.20109
82,43570,2019,175,PM,N,N,N,4,0.220839,0.220839
83,43570,2019,176,VOC,CAP,Y,Y,1,0.0692,0.0692
84,43570,2019,2,SO2,CAP,Y,Y,1,0.0040821,0.0040821
85,43570,2019,3,CO,CAP,N,Y,1,0.3227,0.3227
86,43570,2019,5,PM 10,CAP,Y,Y,1,0.1513014,0.1513014
87,43570,2019,6,PM 2.5,CAP,N,Y,1,0.0976995,0.0976995
88,34005,2019,1,NOX,CAP,Y,Y,1,0.05035,0.05035
89,34005,2019,175,PM,N,N,N,4,3.8e-05,3.8e-05
90,34005,2019,176,VOC,CAP,Y,Y,1,2.2437976,0.0037976
91,34005,2019,2,SO2,CAP,Y,Y,1,7.0588e-05,7.0588e-05
92,34005,2019,3,CO,CAP,N,Y,1,0.18732,0.18732
93,34005,2019,5,PM 10,CAP,Y,Y,1,0.000134,0.000134
94,34005,2019,6,PM 2.5,CAP,N,Y,1,0.000134,0.000134
95,34005,2019,84,FORM,HAPV,N,N,3,3.45e-05,3.45e-05
96,31854,2019,1,NOX,CAP,Y,Y,1,1.33,1.33
97,31854,2019,175,PM,N,N,N,4,0.10108,0.10108
98,31854,2019,176,VOC,CAP,Y,Y,1,20.82315,20.82315
99,31854,2019,2,SO2,CAP,Y,Y,1,0.00798,0.00798
100,31854,2019,3,CO,CAP,N,Y,1,1.1172,1.1172
101,31854,2019,5,PM 10,CAP,Y,Y,1,0.10108,0.10108
102,37823,2019,175,PM,N,N,N,4,0.0013962799,0.0013962799
103,37823,2019,176,VOC,CAP,Y,Y,1,2.4831975,2.4831975
104,37823,2019,5,PM 10,CAP,Y,Y,1,0.0013962799,0.0013962799
105,42915,2019,1,NOX,CAP,Y,Y,1,0,0
106,42915,2019,175,PM,N,N,N,4,0.08638255,0.08638255
107,42915,2019,176,VOC,CAP,Y,Y,1,0,0
108,42915,2019,2,SO2,CAP,Y,Y,1,0,0
109,42915,2019,3,CO,CAP,N,Y,1,0.04390425,0.04390425
110,42915,2019,5,PM 10,CAP,Y,Y,1,0.08638255,0.08638255
111,30358,2019,1,NOX,CAP,Y,Y,1,30.75751,30.75751
112,30358,2019,175,PM,N,N,N,4,15.547982875,15.547982875
113,30358,2019,176,VOC,CAP,Y,Y,1,1.437506,1.437506
114,30358,2019,2,SO2,CAP,Y,Y,1,3.47823,3.47823
115,30358,2019,206,H2SO4,N,,N,4,0,0
116,30358,2019,3,CO,CAP,N,Y,1,8.11587,8.11587
117,30358,2019,5,PM 10,CAP,Y,Y,1,14.360708875,14.360708875
118,30358,2019,6,PM 2.5,CAP,N,Y,1,7.439456295,7.439456295
119,34662,2019,1,NOX,CAP,Y,Y,1,29.73364111,29.73364111
120,34662,2019,173,ACREN,HAPV,N,N,3,0,0
121,34662,2019,175,PM,N,N,N,4,9.8715222,9.8715222
122,34662,2019,176,VOC,CAP,Y,Y,1,61.60801159,61.60801159
123,34662,2019,2,SO2,CAP,Y,Y,1,1.5163409523,1.5163409523
124,34662,2019,3,CO,CAP,N,Y,1,36.398966521,36.398966521
125,34662,2019,32,CL,HAP,Y,N,2,0.05,0.05
126,34662,2019,4,PB,CAP,Y,Y,1,0.002911369,0.002911369
127,34662,2019,5,PM 10,CAP,Y,Y,1,7.103479803,7.103479803
128,34662,2019,6,PM 2.5,CAP,N,Y,1,7.1032216,7.1032216
129,34662,2019,84,FORM,HAPV,N,N,3,0,0
130,34662,2019,94,HCL,HAP,Y,N,2,1.25,1.25
131,42893,2019,1,NOX,CAP,Y,Y,1,0.31386905,0.31386905
132,42893,2019,176,VOC,CAP,Y,Y,1,18.16591,18.16591
133,42893,2019,3,CO,CAP,N,Y,1,0.0007075,0.0007075
134,42893,2019,5,PM 10,CAP,Y,Y,1,0.13721585,0.13721585
135,43340,2019,176,VOC,CAP,Y,Y,1,5.5315475,5.5315475
136,43340,2019,5,PM 10,CAP,Y,Y,1,0.36223,0.36223
137,43340,2019,6,PM 2.5,CAP,N,Y,1,0.36223,0.36223
138,34084,2019,1,NOX,CAP,Y,Y,1,23.4,23.4
139,34084,2019,175,PM,N,N,N,4,11.2467,11.2467
140,34084,2019,176,VOC,CAP,Y,Y,1,1.287,1.287
141,34084,2019,2,SO2,CAP,Y,Y,1,0.1404,0.1404
142,34084,2019,3,CO,CAP,N,Y,1,19.656,19.656
143,34084,2019,4,PB,CAP,Y,Y,1,0.000117,0.000117
144,34084,2019,5,PM 10,CAP,Y,Y,1,12.5805,12.5805
145,34084,2019,6,PM 2.5,CAP,N,Y,1,12.5805,12.5805
146,43594,2019,1,NOX,CAP,Y,Y,1,0.78482605,0.78482605
147,43594,2019,175,PM,N,N,N,4,6.172422725,6.172422725
148,43594,2019,176,VOC,CAP,Y,Y,1,2.728,2.728
149,43594,2019,5,PM 10,CAP,Y,Y,1,6.172422725,6.172422725
150,43594,2019,6,PM 2.5,CAP,N,Y,1,6.172422725,6.172422725
151,43888,2019,175,PM,N,N,N,4,0.000185,0.000185
152,43888,2019,5,PM 10,CAP,Y,Y,1,0.00018,0.00018
153,43888,2019,6,PM 2.5,CAP,N,Y,1,1.05e-05,1.05e-05
154,29754,2019,1,NOX,CAP,Y,Y,1,3.182858,3.182858
155,29754,2019,132,PCLB,HAPV,N,N,3,0.0402547642,0.0402547642
156,29754,2019,141,QUNN,HAPV,N,N,3,0.0084304,0.0084304
157,29754,2019,175,PM,N,N,N,4,0.78312617,0.78312617
158,29754,2019,176,VOC,CAP,Y,Y,1,1.7036128,1.7036128
159,29754,2019,2,SO2,CAP,Y,Y,1,19.2857085,19.2857085
160,29754,2019,3,CO,CAP,N,Y,1,7.01407,7.01407
161,29754,2019,5,PM 10,CAP,Y,Y,1,0.032790553,0.032790553
162,29754,2019,6,PM 2.5,CAP,N,Y,1,0.0168856615,0.0168856615
163,29754,2019,84,FORM,HAPV,N,N,3,0.163339,0.163339
164,29754,2019,94,HCL,HAP,Y,N,2,0.00555085,0.00555085
165,30414,2019,1,NOX,CAP,Y,Y,1,5.80609,5.80609
166,30414,2019,175,PM,N,N,N,4,9.09239307,9.09239307
167,30414,2019,176,VOC,CAP,Y,Y,1,26.4636455,26.4636455
168,30414,2019,2,SO2,CAP,Y,Y,1,0.082604,0.082604
169,30414,2019,3,CO,CAP,N,Y,1,1.424274,1.424274
170,30414,2019,5,PM 10,CAP,Y,Y,1,9.07699907,9.07699907
171,30414,2019,6,PM 2.5,CAP,N,Y,1,0.256686,0.256686
172,30222,2019,1,NOX,CAP,Y,Y,1,27.0994,27.0994
173,30222,2019,175,PM,N,N,N,4,13.67712736,13.67712736
174,30222,2019,176,VOC,CAP,Y,Y,1,47.01658,47.01658
175,30222,2019,177,NH3,N,N,Y,2,0.51408,0.51408
176,30222,2019,2,SO2,CAP,Y,Y,1,0.142315,0.142315
177,30222,2019,3,CO,CAP,N,Y,1,17.0425148,17.0425148
178,30222,2019,4,PB,CAP,Y,Y,1,4.9425e-06,4.9425e-06
179,30222,2019,5,PM 10,CAP,Y,Y,1,14.59349,14.59349
180,30222,2019,6,PM 2.5,CAP,N,Y,1,1.93859,1.93859
181,30027,2019,1,NOX,CAP,Y,Y,1,1.43171632,1.43171632
182,30027,2019,175,PM,N,N,N,4,0.00423453,0.00423453
183,30027,2019,176,VOC,CAP,Y,Y,1,3.66992872,3.66992872
184,30027,2019,2,SO2,CAP,Y,Y,1,0.0015144,0.0015144
185,30027,2019,3,CO,CAP,N,Y,1,0.0015144,0.0015144
186,30027,2019,4,PB,CAP,Y,Y,1,0,0
187,30027,2019,5,PM 10,CAP,Y,Y,1,0.12291558,0.12291558
188,30027,2019,6,PM 2.5,CAP,N,Y,1,0.092054925,0.092054925
189,43439,2019,1,NOX,CAP,Y,Y,1,,
190,43439,2019,175,PM,N,N,N,4,0.0007635,0.0007635
191,43439,2019,176,VOC,CAP,Y,Y,1,1.1,1.1
192,43439,2019,5,PM 10,CAP,Y,Y,1,0.025611885,0.025611885
193,43439,2019,6,PM 2.5,CAP,N,Y,1,0.0252813375,0.0252813375
194,43858,2019,5,PM 10,CAP,Y,Y,1,8.76775e-05,8.76775e-05
195,43858,2019,6,PM 2.5,CAP,N,Y,1,3.75177e-05,3.75177e-05
196,43481,2019,1,NOX,CAP,Y,Y,1,2.8053627,2.8053627
197,43481,2019,176,VOC,CAP,Y,Y,1,0.0341285,0.0341285
198,43481,2019,3,CO,CAP,N,Y,1,0.0419293,0.0419293
199,43481,2019,5,PM 10,CAP,Y,Y,1,0.0945847,0.0945847
200,43481,2019,6,PM 2.5,CAP,N,Y,1,0.0945847,0.0945847
201,43277,2019,1,NOX,CAP,Y,Y,1,0,0
202,43277,2019,175,PM,N,N,N,4,0,0
203,43277,2019,176,VOC,CAP,Y,Y,1,0,0
204,43277,2019,2,SO2,CAP,Y,Y,1,0,0
205,43277,2019,3,CO,CAP,N,Y,1,0,0
206,43277,2019,5,PM 10,CAP,Y,Y,1,0,0
207,43277,2019,6,PM 2.5,CAP,N,Y,1,0,0
208,43277,2019,84,FORM,HAPV,N,N,3,0,0
209,43277,2019,92,NHEXA,HAPV,N,N,3,0,0
210,30775,2019,175,PM,N,N,N,4,59.74527795,59.74527795
211,30775,2019,176,VOC,CAP,Y,Y,1,64.4176,64.4176
212,30775,2019,188,CRC,HAP,N,N,2,0,0
213,30775,2019,4,PB,CAP,Y,Y,1,0.002,0.002
214,30775,2019,5,PM 10,CAP,Y,Y,1,59.74527795,59.74527795
215,30775,2019,6,PM 2.5,CAP,N,Y,1,59.74527795,59.74527795
216,35351,2019,175,PM,N,N,N,4,1.942795934,1.942795934
217,35351,2019,5,PM 10,CAP,Y,Y,1,0.907617181,0.907617181
218,35351,2019,6,PM 2.5,CAP,N,Y,1,0.1510009767,0.1510009767
219,30283,2019,1,NOX,CAP,Y,Y,1,11.6923766,11.6923766
220,30283,2019,175,PM,N,N,N,4,0.34634298,0.34634298
221,30283,2019,176,VOC,CAP,Y,Y,1,2.29914737,2.29914737
222,30283,2019,2,SO2,CAP,Y,Y,1,0.0138221535,0.0138221535
223,30283,2019,3,CO,CAP,N,Y,1,25.34572571,25.34572571
224,30283,2019,5,PM 10,CAP,Y,Y,1,1.300256115,1.300256115
225,30283,2019,6,PM 2.5,CAP,N,Y,1,1.17828496,1.17828496
226,30283,2019,84,FORM,HAPV,N,N,3,0.141408292,0.141408292
227,43851,2019,175,PM,N,N,N,4,0.3612,0.3612
228,43851,2019,5,PM 10,CAP,Y,Y,1,0.172,0.172
229,43852,2019,176,VOC,CAP,Y,Y,1,0.63,0.63
230,35166,2019,1,NOX,CAP,Y,Y,1,840.24,840.24
231,35166,2019,103,TCA,HAP,Y,N,2,0.004,0.004
232,35166,2019,112,MC,HAP,Y,N,2,0.032,0.032
233,35166,2019,146,PERC,HAP,Y,N,2,0.004,0.004
234,35166,2019,175,PM,N,N,N,4,4.8335865,4.8335865
235,35166,2019,176,VOC,CAP,Y,Y,1,0.29,0.29
236,35166,2019,177,NH3,N,N,Y,2,0.063,0.063
237,35166,2019,2,SO2,CAP,Y,Y,1,196.66,196.66
238,35166,2019,206,H2SO4,N,,N,4,0.012,0.012
239,35166,2019,3,CO,CAP,N,Y,1,578.7,578.7
240,35166,2019,4,PB,CAP,Y,Y,1,0.01601,0.01601
241,35166,2019,5,PM 10,CAP,Y,Y,1,17.27,17.27
242,35166,2019,6,PM 2.5,CAP,N,Y,1,10.79,10.79
243,35166,2019,94,HCL,HAP,Y,N,2,8.1,8.1
244,35166,2019,95,HF,HAP,Y,N,2,1,1
245,43863,2019,1,NOX,CAP,Y,Y,1,39.502,39.502
246,43863,2019,175,PM,N,N,N,4,4.026162,4.026162
247,43863,2019,176,VOC,CAP,Y,Y,1,7.4015,7.4015
248,43863,2019,177,NH3,N,N,Y,2,4.153536,4.153536
249,43863,2019,2,SO2,CAP,Y,Y,1,0.778788,0.778788
250,43863,2019,3,CO,CAP,N,Y,1,109.03032,109.03032
251,43863,2019,4,PB,CAP,Y,Y,1,0.0032757525,0.0032757525
252,43863,2019,5,PM 10,CAP,Y,Y,1,5.1950637,5.1950637
253,43863,2019,6,PM 2.5,CAP,N,Y,1,4.1150637,4.1150637
254,43863,2019,84,FORM,HAPV,N,N,3,0.0973485,0.0973485
255,43863,2019,92,NHEXA,HAPV,N,N,3,2.336364,2.336364
256,34676,2019,1,NOX,CAP,Y,Y,1,61.3329,61.3329
257,34676,2019,175,PM,N,N,N,4,37.46335032,37.46335032
258,34676,2019,176,VOC,CAP,Y,Y,1,2.6181625,2.6181625
259,34676,2019,2,SO2,CAP,Y,Y,1,0.293849,0.293849
260,34676,2019,3,CO,CAP,N,Y,1,45.71704,45.71704
261,34676,2019,5,PM 10,CAP,Y,Y,1,37.255999235,37.255999235
262,34676,2019,6,PM 2.5,CAP,N,Y,1,19.689024785,19.689024785
263,43895,2019,175,PM,N,N,N,4,0.00037,0.00037
264,43895,2019,5,PM 10,CAP,Y,Y,1,0.00036,0.00036
265,43895,2019,6,PM 2.5,CAP,N,Y,1,2.1e-05,2.1e-05
266,29729,2019,142,STYR,HAPV,N,N,3,3.7905,3.7905
267,29729,2019,176,VOC,CAP,Y,Y,1,4.440215,4.440215
268,43191,2019,1,NOX,CAP,Y,Y,1,0.6615,0.6615
269,43191,2019,175,PM,N,N,N,4,0.0125685,0.0125685
270,43191,2019,176,VOC,CAP,Y,Y,1,0.0363825,0.0363825
271,43191,2019,2,SO2,CAP,Y,Y,1,0.003969,0.003969
272,43191,2019,3,CO,CAP,N,Y,1,0.55566,0.55566
273,43191,2019,5,PM 10,CAP,Y,Y,1,0.365381,0.365381
274,43191,2019,6,PM 2.5,CAP,N,Y,1,0.365381,0.365381
275,39688,2019,1,NOX,CAP,Y,Y,1,23.69409675,23.69409675
276,39688,2019,175,PM,N,N,N,4,26.213457305,26.213457305
277,39688,2019,176,VOC,CAP,Y,Y,1,38.9975365,38.9975365
278,39688,2019,177,NH3,N,N,Y,2,0.7536,0.7536
279,39688,2019,187,COC,HAP,N,N,2,0.001041796,0.001041796
280,39688,2019,2,SO2,CAP,Y,Y,1,0.15077575,0.15077575
281,39688,2019,3,CO,CAP,N,Y,1,19.81304125,19.81304125
282,39688,2019,4,PB,CAP,Y,Y,1,0.00011775,0.00011775
283,39688,2019,5,PM 10,CAP,Y,Y,1,26.08509888,26.08509888
284,39688,2019,6,PM 2.5,CAP,N,Y,1,26.08509888,26.08509888
285,39688,2019,84,FORM,HAPV,N,N,3,0.81596,0.81596
286,39688,2019,99,MTHOL,HAPV,N,N,3,0.0003933,0.0003933
287,34639,2019,175,PM,N,N,N,4,7.09,7.09
288,34639,2019,176,VOC,CAP,Y,Y,1,12.81,12.81
289,34639,2019,5,PM 10,CAP,Y,Y,1,7.09,7.09
290,43386,2019,1,NOX,CAP,Y,Y,1,5.1065,5.1065
291,43386,2019,175,PM,N,N,N,4,2.81587,2.81587
292,43386,2019,176,VOC,CAP,Y,Y,1,0.1772685,0.1772685
293,43386,2019,2,SO2,CAP,Y,Y,1,0.2604315,0.2604315
294,43386,2019,3,CO,CAP,N,Y,1,6.251815,6.251815
295,43386,2019,5,PM 10,CAP,Y,Y,1,2.78669,2.78669
296,43386,2019,6,PM 2.5,CAP,N,Y,1,2.3344,2.3344
297,43431,2019,1,NOX,CAP,Y,Y,1,3.41731,3.41731
298,43431,2019,176,VOC,CAP,Y,Y,1,4.20592,4.20592
299,43431,2019,2,SO2,CAP,Y,Y,1,0.446879,0.446879
300,43431,2019,3,CO,CAP,N,Y,1,17.08655,17.08655
301,43431,2019,5,PM 10,CAP,Y,Y,1,0.9468967,0.9468967
302,43431,2019,6,PM 2.5,CAP,N,Y,1,0.29892215,0.29892215
303,43418,2019,175,PM,N,N,N,4,0,0
304,43418,2019,5,PM 10,CAP,Y,Y,1,0,0
305,43494,2019,1,NOX,CAP,Y,Y,1,0.152764244,0.152764244
306,43494,2019,176,VOC,CAP,Y,Y,1,0.0038191061,0.0038191061
307,43494,2019,3,CO,CAP,N,Y,1,0.0142070666,0.0142070666
308,43230,2019,5,PM 10,CAP,Y,Y,1,1.133984,1.133984
309,43230,2019,6,PM 2.5,CAP,N,Y,1,1.133984,1.133984
310,43913,2019,175,PM,N,N,N,4,0,0
311,43913,2019,5,PM 10,CAP,Y,Y,1,0,0
312,43913,2019,6,PM 2.5,CAP,N,Y,1,0,0
313,31183,2019,1,NOX,CAP,Y,Y,1,2.475,2.475
314,31183,2019,175,PM,N,N,N,4,39.1828776,39.1828776
315,31183,2019,176,VOC,CAP,Y,Y,1,0.136125,0.136125
316,31183,2019,2,SO2,CAP,Y,Y,1,0.01485,0.01485
317,31183,2019,3,CO,CAP,N,Y,1,2.079,2.079
318,31183,2019,5,PM 10,CAP,Y,Y,1,19.6464096,19.6464096
319,34052,2019,1,NOX,CAP,Y,Y,1,0.1767,0.1767
320,34052,2019,102,CLMT,HAPV,N,N,3,0,0
321,34052,2019,138,PRPYO,HAPV,N,N,3,1.21,1.21
322,34052,2019,148,TOLU,HAPV,N,N,3,0,0
323,34052,2019,175,PM,N,N,N,4,11.46,11.46
324,34052,2019,176,VOC,CAP,Y,Y,1,513.2,513.2
325,34052,2019,191,GLYET,HAPV,N,N,3,0.0815,0.0815
326,34052,2019,3,CO,CAP,N,Y,1,0.038,0.038
327,34052,2019,5,PM 10,CAP,Y,Y,1,11.46,11.46
328,34052,2019,6,PM 2.5,CAP,N,Y,1,11.46,11.46
329,34052,2019,81,EO,HAPV,N,N,3,0.5345,0.5345
330,34052,2019,99,MTHOL,HAPV,N,N,3,139.779,139.779
331,34044,2019,1,NOX,CAP,Y,Y,1,13.58178023,13.58178023
332,34044,2019,175,PM,N,N,N,4,0.9269369098,0.9269369098
333,34044,2019,176,VOC,CAP,Y,Y,1,5.947459765,5.947459765
334,34044,2019,177,NH3,N,N,Y,2,0.11824945,0.11824945
335,34044,2019,2,SO2,CAP,Y,Y,1,0.2211488907,0.2211488907
336,34044,2019,200,THAP,AD,N,N,5,0.5,0.5
337,34044,2019,3,CO,CAP,N,Y,1,15.45957703,15.45957703
338,34044,2019,4,PB,CAP,Y,Y,1,0.0010607013,0.0010607013
339,34044,2019,5,PM 10,CAP,Y,Y,1,1.9177779225,1.9177779225
340,34044,2019,6,PM 2.5,CAP,N,Y,1,1.9173148833,1.9173148833
341,34952,2019,1,NOX,CAP,Y,Y,1,0,0
342,34952,2019,175,PM,N,N,N,4,0,0
343,34952,2019,176,VOC,CAP,Y,Y,1,0,0
344,34952,2019,177,NH3,N,N,Y,2,0,0
345,34952,2019,2,SO2,CAP,Y,Y,1,0,0
346,34952,2019,3,CO,CAP,N,Y,1,0,0
347,34952,2019,4,PB,CAP,Y,Y,1,0,0
348,34952,2019,5,PM 10,CAP,Y,Y,1,0,0
349,34952,2019,6,PM 2.5,CAP,N,Y,1,0,0
350,34952,2019,94,HCL,HAP,Y,N,2,0,0
351,34952,2019,95,HF,HAP,Y,N,2,0,0
352,30702,2019,1,NOX,CAP,Y,Y,1,0,0
353,30702,2019,176,VOC,CAP,Y,Y,1,0.45,0.45
354,30702,2019,2,SO2,CAP,Y,Y,1,0,0
355,30702,2019,3,CO,CAP,N,Y,1,0,0
356,30702,2019,5,PM 10,CAP,Y,Y,1,2.29404825,2.29404825
357,30702,2019,6,PM 2.5,CAP,N,Y,1,0.229404825,0.229404825
358,30441,2019,1,NOX,CAP,Y,Y,1,20.25689,20.25689
359,30441,2019,175,PM,N,N,N,4,5.24180248,5.24180248
360,30441,2019,176,VOC,CAP,Y,Y,1,8.06065541,8.06065541
361,30441,2019,177,NH3,N,N,Y,2,0.4276736,0.4276736
362,30441,2019,2,SO2,CAP,Y,Y,1,0.65875044,0.65875044
363,30441,2019,3,CO,CAP,N,Y,1,16.800362,16.800362
364,30441,2019,5,PM 10,CAP,Y,Y,1,5.244154778,5.244154778
365,30441,2019,6,PM 2.5,CAP,N,Y,1,3.347947428,3.347947428
366,30441,2019,84,FORM,HAPV,N,N,3,0.01206486,0.01206486
367,30441,2019,99,MTHOL,HAPV,N,N,3,0.368994,0.368994
368,43831,2019,1,NOX,CAP,Y,Y,1,0.1746633,0.1746633
369,43831,2019,176,VOC,CAP,Y,Y,1,0.0059852,0.0059852
370,43831,2019,3,CO,CAP,N,Y,1,0.0406345,0.0406345
371,43831,2019,5,PM 10,CAP,Y,Y,1,0.0026318,0.0026318
372,43831,2019,6,PM 2.5,CAP,N,Y,1,0.0026318,0.0026318
373,43855,2019,1,NOX,CAP,Y,Y,1,4.11345,4.11345
374,43855,2019,176,VOC,CAP,Y,Y,1,0.46035,0.46035
375,43855,2019,3,CO,CAP,N,Y,1,2.21265,2.21265
376,43855,2019,5,PM 10,CAP,Y,Y,1,0.1485,0.1485
377,43855,2019,6,PM 2.5,CAP,N,Y,1,0.1485,0.1485
378,36043,2019,1,NOX,CAP,Y,Y,1,761.631,761.631
379,36043,2019,115,PAH1,HAPV,N,N,3,0.193323096,0.193323096
380,36043,2019,14,BZ,HAPV,N,N,3,0.708699943,0.708699943
381,36043,2019,148,TOLU,HAPV,N,N,3,1.831398,1.831398
382,36043,2019,165,XYLS,HAPV,N,N,3,0.3959424,0.3959424
383,36043,2019,175,PM,N,N,N,4,5.55509573,5.55509573
384,36043,2019,176,VOC,CAP,Y,Y,1,6.40677891,6.40677891
385,36043,2019,181,ACETA,HAPV,N,N,3,0.247491678,0.247491678
386,36043,2019,193,MNC,HAP,N,N,2,0.000724241,0.000724241
387,36043,2019,2,SO2,CAP,Y,Y,1,6.271819445,6.271819445
388,36043,2019,3,CO,CAP,N,Y,1,71.564952,71.564952
